10,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=sii&i=50&h500=%A4%57%BA%D6%A5%FE%B2%79&h501=6128&h502=20190823&h503=83355&h504=%B8%C9%A4%BD%A7%69-%A5%4E%AD%AB%AD%6E%A4%6C%A4%BD%A5%71%A4%5B%BA%D6%BF%B3%B7%7E%AA%D1%A5%F7%A6%B3%AD%AD%A4%BD%A5%71%A4%BD%A7%69%0D%0A%B8%B3%A8%C6%AA%F8%A5%F4%B4%C1%A9%A1%BA%A1%C4%F2%A5%F4&h505=1&pgname=t05st02
43,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=otc&i=125&h1250=VHQ-KY&h1251=4803&h1252=20190717&h1253=154258&h1254=%A5%4E%A4%6C%A4%BD%A5%71VHQ+HONG+KONG+HOLDINGS+LIMITED%0D%0A%A8%CC%B8%EA%AA%F7%B6%55%BB%50%A4%CE%AD%49%AE%D1%AB%4F%C3%D2%B3%42%B2%7A%B7%C7%AB%68%B2%C4%A4%47%A4%51%A4%47%B1%F8%0D%0A%B2%C4%A4%40%B6%B5%B2%C4%A4%54%B4%DA%BF%EC%B2%7A%A4%BD%A7%69&h1255=1&pgname=t05st02
83,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=rotc&i=230&h2300=%A5%FE%A6%74%A9%FD&h2301=6651&h2302=20190801&h2303=182523&h2304=%A4%BD%A7%69%A5%BB%A4%BD%A5%71%AD%AB%AD%6E%C0%E7%B9%42%A5%44%BA%DE%A4%CE%B5%6F%A8%A5%A4%48%B2%A7%B0%CA&h2305=8&pgname=t05st02
94,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=otc&i=155&h1550=%A4%B8%A4%D3&h1551=8069&h1552=20191219&h1553=171421&h1554=%A4%BD%A7%69%A5%BB%A4%BD%A5%71%B8%B3%A8%C6%B7%7C%B1%C0%C1%7C%A7%F5%AC%46%A9%FE%A5%FD%A5%CD%BE%E1%A5%F4%B8%B3%A8%C6%AA%F8&h1555=1&pgname=t05st02
104,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=sii&i=175&h1750=%A5%7C%BA%FB%AF%E8%B7%7E&h1751=5608&h1752=20190911&h1753=174108&h1754=%A5%BB%A4%BD%A5%71%C1%60%B8%67%B2%7A%A9%50%AD%5E%AE%D4%A5%FD%A5%CD%A6%DB108%A6%7E9%A4%EB20%A4%E9%B0%5F%C3%E3%A5%F4%C1%60%B8%67%B2%7A%C2%BE%B0%C8%A1%43&h1755=2&pgname=t05st02
117,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=otc&i=114&h1140=%A5%40%BC%77&h1141=2066&h1142=20190731&h1143=141541&h1144=%A4%BD%A7%69%A5%BB%A4%BD%A5%71108%A6%7E06%A4%EB%A5%F7%A6%DB%B5%B2%A6%58%A8%D6%B0%5D%B0%C8%B3%F8%AA%ED%A4%A7%AC%79%B0%CA%A4%F1%B2%76%A1%42%B3%74%B0%CA%0D%0A%A4%F1%B2%76%A4%CE%AD%74%B6%C5%A4%F1%B2%76&h1145=1&pgname=t05st02
127,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=sii&i=130&h1300=%A4%A4%AB%48%AA%F7&h1301=2891&h1302=20191225&h1303=160118&h1304=%A5%4E%A4%6C%A4%BD%A5%71%A4%A4%B0%EA%AB%48%B0%55%B0%D3%B7%7E%BB%C8%A6%E6%A4%BD%A7%69%BC%66%AD%70%A9%65%AD%FB%B7%7C%A6%A8%AD%FB%B2%A7%B0%CA&h1305=3&pgname=t05st02
136,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=otc&i=636&h6360=%A4%B8%AC%B2&h6361=3089&h6362=20190812&h6363=182908&h6364=%A4%BD%A7%69%A5%BB%A4%BD%A5%71%B7%73%A5%F4%C1%60%B8%67%B2%7A&h6365=3&pgname=t05st02
144,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=otc&i=162&h1620=%B3%D3%AB%7E&h1621=6556&h1622=20190926&h1623=175212&h1624=%A4%BD%A7%69%A5%BB%A4%BD%A5%71%A9%65%A5%F4%B2%C4%A4%54%A9%A1%C1%7E%B8%EA%B3%F8%B9%53%A9%65%AD%FB%B7%7C%A9%65%AD%FB&h1625=11&pgname=t05st02
146,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=otc&i=183&h1830=%A5%40%AC%C9&h1831=5347&h1832=20191029&h1833=172000&h1834=%A4%BD%A7%69%A5%BB%A4%BD%A5%71%B8%B3%A8%C6%B7%7C%AE%D6%AD%E3%B9%EF%A5%BB%A4%BD%A5%71100%25%AB%F9%AA%D1%A4%6C%A4%BD%A5%71VIS+Associates+%0D%0AInc.%BC%57%B8%EA%AC%FC%AA%F7%B8%76%A5%61%AC%6D%A8%D5%B8%55%A4%B8&h1835=1&pgname=t05st02
